"","Country","Year","Total.Gov.Education.Invest.Percent.of.GDP","Total.Gov.Exp.Percent.of.TotalExpenses","Expenditure.Per.Primary.Student","Expenditure.Per.Secondary.Student","Expenditure.Per.Tertiary.Student","Literacy.Rate.Adults","Popul.Between.0.and.14","School.Enrollment.Primary","School.Enrollment.Secondary","School.Enrollment.Tertiary"
"667","Italy","1977",NA,NA,NA,NA,NA,NA,23.515,104.759,71.811,26.176
"668","Italy","1978",3.793,NA,NA,NA,NA,NA,23.032,103.533,72.699,26.682
"669","Italy","1979",4.178,NA,NA,NA,NA,NA,22.507,102.433,72.635,27.218
"670","Italy","1980",NA,NA,NA,NA,NA,NA,21.975,102.238,72.366,26.894
"671","Italy","1981",NA,NA,NA,NA,NA,96.461,21.402,101.841,72.173,26.78
"672","Italy","1982",NA,NA,NA,NA,NA,NA,20.847,101.579,72.045,NA
"673","Italy","1983",4.503,NA,NA,NA,NA,NA,20.297,101.006,72.571,24.737
"674","Italy","1984",4.79,NA,NA,NA,NA,NA,19.728,100.766,73.072,24.843
"675","Italy","1985",4.705,NA,NA,NA,NA,NA,19.134,100.683,73.829,25.794
"676","Italy","1986",4.67,NA,NA,NA,NA,NA,18.584,99.725,74.946,25.608
"677","Italy","1987",NA,NA,NA,NA,NA,NA,18.02,98.811,76.165,24.838
"678","Italy","1988",4.608,NA,NA,NA,NA,NA,17.463,98.556,77.373,26.484
"679","Italy","1989",NA,NA,NA,NA,NA,NA,16.942,98.204,78.536,28.065
"680","Italy","1990",NA,NA,NA,NA,NA,NA,16.475,98.328,80.301,29.539
"681","Italy","1991",NA,NA,NA,NA,NA,NA,16.101,98.436,81.031,31.764
"682","Italy","1992",NA,NA,NA,NA,NA,NA,15.768,99.336,82.289,33.805
"683","Italy","1993",4.75,8.717,NA,NA,NA,NA,15.48,100.011,83.436,35.985
"684","Italy","1994",4.448,8.24,NA,NA,NA,NA,15.227,98.411,87.456,40.062
"685","Italy","1995",4.333,8.595,NA,NA,NA,NA,15,98.043,88.64,41.479
"686","Italy","1996",4.46,9.116,NA,NA,NA,NA,14.821,99.168,89.548,42.338
"687","Italy","1997",NA,NA,NA,NA,NA,NA,14.661,100.068,90.32,46.852
"688","Italy","1998",4.463,9.239,22.205,26.46,22.142,NA,14.52,101.444,90.628,48.313
"689","Italy","1999",4.523,9.549,23.113,26.666,26.501,NA,14.405,104.539,92.057,48.555
"690","Italy","2000",4.299,9.223,22.282,25.617,25.585,NA,14.324,103.903,93.054,49.811
"691","Italy","2001",4.669,9.825,22.791,28.965,24.008,98.417,14.242,103.485,96.099,52.877
"692","Italy","2002",4.447,9.505,23.483,25.899,25.317,NA,14.2,102.833,98.145,55.552
"693","Italy","2003",4.555,9.641,24.099,27.125,22.401,NA,14.185,102.425,99.129,58.677
"694","Italy","2004",4.397,9.388,23.639,25.902,21.601,NA,14.179,102.063,99.018,62.243
"695","Italy","2005",4.249,9.014,21.849,25.413,21.075,NA,14.167,102.291,99.288,64.438
"696","Italy","2006",4.538,9.527,23.692,26.92,22.087,NA,14.182,103.109,100.053,66.108
"697","Italy","2007",4.119,8.802,21.408,23.826,20.922,NA,14.179,104.113,100.47,66.683
"698","Italy","2008",4.403,9.205,23.092,25.245,23.569,NA,14.158,104.274,101.101,66.344
"699","Italy","2009",4.536,8.867,23.943,25.257,24.346,NA,14.124,103.486,101.417,66.55
"700","Italy","2010",4.352,8.724,22.835,23.943,24.445,NA,14.079,102.994,102.904,65.774
"701","Italy","2011",4.144,8.392,21.519,22.57,24.206,98.848,14.065,102.504,103.332,65.563
"702","Italy","2012",4.084,8.041,20.412,22.537,24.535,NA,14.018,101.292,102.033,64.134
"703","Italy","2013",4.165,8.156,21.388,22.908,26.273,NA,13.941,101.897,102.409,62.296
"704","Italy","2014",4.075,8.006,21.208,22.221,26.272,NA,13.84,101.151,102.281,61.703
"705","Italy","2015",4.082,8.12,21.734,22.905,25.266,NA,13.715,100.387,102.256,60.939
"706","Italy","2016",3.829,7.809,19.523,NA,24.328,NA,13.605,99.425,101.662,60.937
"707","Italy","2017",NA,NA,NA,NA,NA,NA,13.475,101.879,101.27,61.933
"708","Italy","2018",NA,NA,NA,NA,NA,99.156,13.329,NA,NA,NA
"709","Japan","1960",NA,NA,NA,NA,NA,NA,30.264,NA,NA,NA
"710","Japan","1961",NA,NA,NA,NA,NA,NA,29.409,NA,NA,NA
"711","Japan","1962",NA,NA,NA,NA,NA,NA,28.478,NA,NA,NA
"712","Japan","1963",NA,NA,NA,NA,NA,NA,27.521,NA,NA,NA
"713","Japan","1964",NA,NA,NA,NA,NA,NA,26.631,NA,NA,NA
"714","Japan","1965",NA,NA,NA,NA,NA,NA,25.866,NA,NA,NA
"715","Japan","1966",NA,NA,NA,NA,NA,NA,25.336,NA,NA,NA
"716","Japan","1967",NA,NA,NA,NA,NA,NA,24.859,NA,NA,NA
"717","Japan","1968",NA,NA,NA,NA,NA,NA,24.477,NA,NA,NA
"718","Japan","1969",NA,NA,NA,NA,NA,NA,24.226,NA,NA,NA
"719","Japan","1970",NA,NA,NA,NA,NA,NA,24.114,NA,NA,NA
"720","Japan","1971",3.656,NA,NA,NA,NA,NA,24.035,NA,NA,NA
"721","Japan","1972",4.011,NA,NA,NA,NA,NA,24.112,NA,NA,NA
"722","Japan","1973",4.043,NA,NA,NA,NA,NA,24.273,NA,NA,NA
"723","Japan","1974",4.04,NA,NA,NA,NA,NA,24.396,NA,NA,NA
"724","Japan","1975",4.669,NA,NA,NA,NA,NA,24.407,NA,NA,NA
"725","Japan","1976",4.851,NA,NA,NA,NA,NA,24.488,NA,NA,NA
"726","Japan","1977",4.84,NA,NA,NA,NA,NA,24.359,NA,NA,NA
"727","Japan","1978",4.894,NA,NA,NA,NA,NA,24.095,NA,NA,NA
"728","Japan","1979",5.057,NA,NA,NA,NA,NA,23.818,NA,NA,NA
"729","Japan","1980",5.069,NA,NA,NA,NA,NA,23.584,NA,NA,NA
"730","Japan","1981",5.064,16.125,NA,NA,NA,NA,23.136,NA,NA,NA
"731","Japan","1982",5.046,15.677,NA,NA,NA,NA,22.823,NA,NA,NA
"732","Japan","1983",4.824,14.886,NA,NA,NA,NA,22.548,NA,NA,NA
"733","Japan","1984",NA,NA,NA,NA,NA,NA,22.173,NA,NA,NA
"734","Japan","1985",NA,NA,NA,NA,NA,NA,21.643,NA,NA,NA
"735","Japan","1986",NA,NA,NA,NA,NA,NA,21.162,NA,NA,NA
"736","Japan","1987",5.597,18.054,NA,NA,NA,NA,20.521,NA,NA,NA
"737","Japan","1988",5.556,17.797,NA,NA,NA,NA,19.788,NA,NA,NA
"738","Japan","1989",5.367,17.643,NA,NA,NA,NA,19.085,NA,NA,NA
"739","Japan","1990",NA,NA,NA,NA,NA,NA,18.475,NA,NA,NA
"740","Japan","1991",NA,NA,NA,NA,NA,NA,17.921,NA,NA,NA
"741","Japan","1992",NA,NA,NA,NA,NA,NA,17.438,NA,NA,NA
"742","Japan","1993",3.429,11.115,NA,NA,NA,NA,17.019,NA,NA,NA
"743","Japan","1994",3.636,11.106,NA,NA,NA,NA,16.627,NA,NA,NA
"744","Japan","1995",3.466,10.381,NA,NA,NA,NA,16.246,NA,NA,NA
"745","Japan","1996",NA,NA,NA,NA,NA,NA,15.897,NA,NA,NA
"746","Japan","1997",NA,NA,NA,NA,NA,NA,15.588,NA,NA,NA
"747","Japan","1998",3.356,9.966,19.414,19.435,12.852,NA,15.306,NA,NA,NA
"748","Japan","1999",3.433,8.742,NA,NA,NA,NA,15.039,NA,NA,NA
"749","Japan","2000",3.516,9.724,NA,NA,NA,NA,14.784,NA,NA,NA
"750","Japan","2001",3.457,9.457,NA,NA,NA,NA,14.579,NA,NA,NA
"751","Japan","2002",3.465,9.617,NA,NA,NA,NA,14.366,NA,NA,NA
"752","Japan","2003",3.524,9.671,NA,NA,NA,NA,14.159,NA,NA,NA
"753","Japan","2004",3.483,9.639,NA,NA,NA,NA,13.978,NA,NA,NA
"754","Japan","2005",3.369,9.69,NA,NA,NA,NA,13.83,NA,NA,NA
"755","Japan","2006",3.329,9.622,NA,NA,NA,NA,13.687,NA,NA,NA
"756","Japan","2007",3.331,9.775,NA,NA,NA,NA,13.587,NA,NA,NA
"757","Japan","2008",3.319,9.76,NA,NA,NA,NA,13.513,NA,NA,NA
"758","Japan","2009",NA,NA,NA,NA,NA,NA,13.439,NA,NA,NA
"759","Japan","2010",3.64,9.211,NA,NA,NA,NA,13.355,NA,NA,NA
"760","Japan","2011",3.643,9.449,NA,NA,NA,NA,13.306,NA,NA,NA
"761","Japan","2012",3.692,9.367,NA,NA,NA,NA,13.242,NA,NA,NA
"762","Japan","2013",3.665,9.309,NA,NA,NA,NA,13.166,NA,NA,NA
"763","Japan","2014",3.591,9.093,NA,NA,NA,NA,13.081,NA,NA,NA
"764","Japan","2015",NA,NA,NA,NA,NA,NA,12.989,NA,NA,NA
"765","Japan","2016",NA,NA,NA,NA,NA,NA,12.914,NA,NA,NA
"766","Japan","2017",NA,NA,NA,NA,NA,NA,12.814,NA,NA,NA
"767","Japan","2018",NA,NA,NA,NA,NA,NA,12.697,NA,NA,NA
"768","Korea, Rep.","1960",NA,NA,NA,NA,NA,NA,43.239,NA,NA,NA
"769","Korea, Rep.","1961",NA,NA,NA,NA,NA,NA,43.671,NA,NA,NA
"770","Korea, Rep.","1962",NA,NA,NA,NA,NA,NA,43.78,NA,NA,NA
"771","Korea, Rep.","1963",NA,NA,NA,NA,NA,NA,43.676,NA,NA,NA
"772","Korea, Rep.","1964",NA,NA,NA,NA,NA,NA,43.524,NA,NA,NA
"773","Korea, Rep.","1965",NA,NA,NA,NA,NA,NA,43.398,NA,NA,NA
"774","Korea, Rep.","1966",NA,NA,NA,NA,NA,NA,43.121,NA,NA,NA
"775","Korea, Rep.","1967",NA,NA,NA,NA,NA,NA,42.925,NA,NA,NA
"776","Korea, Rep.","1968",NA,NA,NA,NA,NA,NA,42.723,NA,NA,NA
"777","Korea, Rep.","1969",NA,NA,NA,NA,NA,NA,42.388,NA,NA,NA
"778","Korea, Rep.","1970",3.416,NA,NA,NA,NA,NA,41.874,NA,NA,NA
"779","Korea, Rep.","1971",3.744,NA,NA,NA,NA,NA,41.276,105.013,38.996,6.78
"780","Korea, Rep.","1972",3.227,NA,NA,NA,NA,NA,40.575,106.509,42.648,6.977
"781","Korea, Rep.","1973",2.687,NA,NA,NA,NA,NA,39.797,106.374,45.866,7.151
"782","Korea, Rep.","1974",NA,NA,NA,NA,NA,NA,38.982,105.315,49.728,7.359
"783","Korea, Rep.","1975",2.097,NA,NA,NA,NA,NA,38.142,104.47,53.551,7.563
"784","Korea, Rep.","1976",2.766,NA,NA,NA,NA,NA,37.35,104.94,57.957,8.304
"785","Korea, Rep.","1977",2.438,NA,NA,NA,NA,NA,36.45,103.457,62.122,8.56
"786","Korea, Rep.","1978",NA,NA,NA,NA,NA,NA,35.515,103.514,65.542,9.207
"787","Korea, Rep.","1979",3.036,NA,NA,NA,NA,NA,34.64,104.779,69.617,10.352
"788","Korea, Rep.","1980",3.481,NA,NA,NA,NA,NA,33.866,105.095,75.685,12.436
"789","Korea, Rep.","1981",2.919,NA,NA,NA,NA,NA,32.978,105.475,81.037,14.866
"790","Korea, Rep.","1982",6.377,NA,NA,NA,NA,NA,32.262,105.103,81.812,19.07
"791","Korea, Rep.","1983",4.352,NA,NA,NA,NA,NA,31.624,104.652,83.531,23.679
"792","Korea, Rep.","1984",4.043,NA,NA,NA,NA,NA,30.909,103.217,87.9,27.732
"793","Korea, Rep.","1985",4.027,NA,NA,NA,NA,NA,30.045,101.902,90.087,30.942
"794","Korea, Rep.","1986",3.677,NA,NA,NA,NA,NA,29.301,100.937,92.181,33.426
"795","Korea, Rep.","1987",3.416,NA,NA,NA,NA,NA,28.309,101.647,94.36,34.608
"796","Korea, Rep.","1988",2.784,NA,NA,NA,NA,NA,27.201,102.157,92.755,35.153
"797","Korea, Rep.","1989",3.105,NA,NA,NA,NA,NA,26.203,103.557,93,35.479
"798","Korea, Rep.","1990",3.082,NA,NA,NA,NA,NA,25.438,105.302,92.897,36.532
"799","Korea, Rep.","1991",3.542,NA,NA,NA,NA,NA,24.582,105.214,92.216,37.598
"800","Korea, Rep.","1992",3.634,NA,NA,NA,NA,NA,24.1,104.81,91.816,39.189
"801","Korea, Rep.","1993",3.758,NA,NA,NA,NA,NA,23.83,103.845,93.794,42.955
"802","Korea, Rep.","1994",3.071,NA,NA,NA,NA,NA,23.513,103.675,97.179,44.56
"803","Korea, Rep.","1995",2.991,NA,NA,NA,NA,NA,23.029,103.303,98.695,48.326
"804","Korea, Rep.","1996",NA,NA,NA,NA,NA,NA,22.799,102.9,100.812,53.73
"805","Korea, Rep.","1997",NA,NA,NA,NA,NA,NA,22.279,101.84,99.219,69.239
"806","Korea, Rep.","1998",3.45,NA,16.441,13.797,6.481,NA,21.615,102.766,97.108,66.522
"807","Korea, Rep.","1999",3.454,NA,16.905,14.373,7.682,NA,21.03,102.564,96.307,72.345
"808","Korea, Rep.","2000",NA,NA,NA,NA,NA,NA,20.615,100.624,95.959,76.656
"809","Korea, Rep.","2001",NA,NA,NA,NA,NA,NA,20.112,99.243,95.617,79.569
"810","Korea, Rep.","2002",NA,NA,NA,NA,NA,NA,19.779,98.927,95.809,82.146
"811","Korea, Rep.","2003",NA,NA,NA,NA,NA,NA,19.534,99.917,96.494,84.36
"812","Korea, Rep.","2004",NA,NA,NA,NA,NA,NA,19.237,100.26,97.192,87.489
"813","Korea, Rep.","2005",NA,NA,NA,NA,NA,NA,18.827,101.109,97.068,91.694
"814","Korea, Rep.","2006",NA,NA,NA,NA,NA,NA,18.33,101.738,95.808,97.052
"815","Korea, Rep.","2007",NA,NA,NA,NA,NA,NA,17.802,102.92,95.247,101.928
"816","Korea, Rep.","2008",NA,NA,NA,NA,NA,NA,17.234,102.883,95.046,104.093
"817","Korea, Rep.","2009",NA,NA,NA,NA,NA,NA,16.657,102.004,95.976,104.278
"818","Korea, Rep.","2010",NA,NA,NA,NA,NA,NA,16.102,101.72,96.365,102.791
"819","Korea, Rep.","2011",NA,NA,NA,NA,NA,NA,15.616,101.712,96.898,100.747
"820","Korea, Rep.","2012",NA,NA,NA,NA,NA,NA,15.118,100.33,97.802,97.428
"821","Korea, Rep.","2013",NA,NA,NA,NA,NA,NA,14.632,98.063,99.365,95.609
"822","Korea, Rep.","2014",NA,NA,NA,NA,NA,NA,14.184,98.306,99.867,94.852
"823","Korea, Rep.","2015",NA,NA,NA,NA,14.761,NA,13.782,98.785,100.008,94.34
"824","Korea, Rep.","2016",NA,NA,27.847,28.178,15.024,NA,13.498,97.718,100.485,94.034
"825","Korea, Rep.","2017",NA,NA,NA,NA,NA,NA,13.225,98.089,100.338,94.35
"826","Korea, Rep.","2018",NA,NA,NA,NA,NA,NA,12.973,NA,NA,NA
"827","Mexico","1960",NA,NA,NA,NA,NA,NA,45.714,NA,NA,NA
"828","Mexico","1961",NA,NA,NA,NA,NA,NA,45.899,NA,NA,NA
"829","Mexico","1962",NA,NA,NA,NA,NA,NA,46.108,NA,NA,NA
"830","Mexico","1963",NA,NA,NA,NA,NA,NA,46.306,NA,NA,NA
"831","Mexico","1964",NA,NA,NA,NA,NA,NA,46.443,NA,NA,NA
"832","Mexico","1965",NA,NA,NA,NA,NA,NA,46.499,NA,NA,NA
"833","Mexico","1966",NA,NA,NA,NA,NA,NA,46.572,NA,NA,NA
"834","Mexico","1967",NA,NA,NA,NA,NA,NA,46.586,NA,NA,NA
"835","Mexico","1968",NA,NA,NA,NA,NA,NA,46.552,NA,NA,NA
"836","Mexico","1969",NA,NA,NA,NA,NA,NA,46.489,NA,NA,NA
"837","Mexico","1970",NA,NA,NA,NA,NA,NA,46.408,NA,NA,NA
"838","Mexico","1971",NA,NA,NA,NA,NA,NA,46.398,103.563,21.726,5.316
"839","Mexico","1972",NA,NA,NA,NA,NA,NA,46.348,105.643,23.45,5.754
"840","Mexico","1973",NA,NA,NA,NA,NA,NA,46.264,107.516,26.189,NA
"841","Mexico","1974",NA,NA,NA,NA,NA,NA,46.149,109.885,28.89,7.674
"842","Mexico","1975",NA,NA,NA,NA,NA,NA,45.997,108.673,31.302,9.026
"843","Mexico","1976",NA,NA,NA,NA,NA,NA,45.843,109.668,34.979,9.853
"844","Mexico","1977",NA,NA,NA,NA,NA,NA,45.643,112.799,37.818,9.71
"845","Mexico","1978",NA,NA,NA,NA,NA,NA,45.398,113.264,39.427,10.882
"846","Mexico","1979",NA,NA,NA,NA,NA,NA,45.108,118.714,42.715,12.042
"847","Mexico","1980",NA,NA,NA,NA,NA,82.989,44.767,120.72,45.27,13.432
"848","Mexico","1981",NA,NA,NA,NA,NA,NA,44.263,122.44,48.44,14.229
"849","Mexico","1982",NA,NA,NA,NA,NA,NA,43.745,122.658,52.822,14.793
"850","Mexico","1983",NA,NA,NA,NA,NA,NA,43.212,122.587,55.003,14.975
"851","Mexico","1984",NA,NA,NA,NA,NA,NA,42.66,122.204,56.754,15.358
"852","Mexico","1985",NA,NA,NA,NA,NA,NA,42.09,119.859,56.9,NA
"853","Mexico","1986",NA,NA,NA,NA,NA,NA,41.498,118.461,58.071,15.775
"854","Mexico","1987",NA,NA,NA,NA,NA,NA,40.919,116.938,58.08,15.533
"855","Mexico","1988",NA,NA,NA,NA,NA,NA,40.347,114.807,57.85,16.235
"856","Mexico","1989",2.282,NA,NA,NA,NA,NA,39.777,113.694,57.44,15.798
"857","Mexico","1990",2.325,NA,NA,NA,NA,87.556,39.207,112.253,56.109,15.425
"858","Mexico","1991",2.548,12.155,NA,NA,NA,NA,38.679,111.346,54.787,14.951
"859","Mexico","1992",3.005,15.096,NA,NA,NA,NA,38.154,111.047,54.869,NA
"860","Mexico","1993",NA,NA,NA,NA,NA,NA,37.641,110.55,55.477,14.352
"861","Mexico","1994",3.647,21.563,NA,NA,NA,NA,37.16,109.838,56.872,14.846
"862","Mexico","1995",3.693,24.121,NA,NA,NA,NA,36.715,109.438,58.893,15.445
"863","Mexico","1996",NA,NA,NA,NA,NA,NA,36.144,108.693,61.087,16.579
"864","Mexico","1997",NA,NA,NA,NA,NA,NA,35.616,108.58,63.431,17.186
"865","Mexico","1998",3.365,16.318,8.037,14.547,38.865,NA,35.123,108.352,67.052,18.236
"866","Mexico","1999",3.535,16.694,9.735,11.836,39.825,NA,34.654,108.593,69.202,19.28
"867","Mexico","2000",3.992,19.646,11.098,NA,NA,90.536,34.196,108.998,71.765,20.491
"868","Mexico","2001",4.241,20.624,11.6,16.049,30.607,NA,33.658,109.072,73.436,21.263
"869","Mexico","2002",4.455,21.465,12.156,13.743,42.366,90.275,33.173,109.425,76.006,22.106
"870","Mexico","2003",5.073,22.472,14.072,15.336,40.385,NA,32.722,109.506,79.864,22.884
"871","Mexico","2004",4.727,22.054,13.6,14.361,37.873,90.954,32.281,108.999,81.427,23.661
"872","Mexico","2005",4.846,21.904,13.803,14.99,38.471,91.63,31.837,108.601,82.304,24.216
"873","Mexico","2006",4.7,20.824,13.353,14.013,36.372,91.735,31.423,108.175,84.086,24.79
"874","Mexico","2007",4.691,19.889,13.527,13.599,37.999,92.795,30.95,108.8,84.907,25.421
"875","Mexico","2008",4.82,17.38,13.751,13.609,39.02,92.926,30.447,109.424,86.428,26.112
"876","Mexico","2009",5.188,18.665,14.544,15.682,43.838,93.442,29.959,110.545,85.938,26.587
"877","Mexico","2010",5.159,18.643,14.608,15.675,41.482,93.069,29.508,110.633,87.07,27.563
"878","Mexico","2011",5.106,18.421,14.385,15.682,36.966,93.52,29.077,110.541,88.19,28.341
"879","Mexico","2012",5.103,18.087,14.253,15.709,37.387,94.228,28.7,110.413,90.667,29.472
"880","Mexico","2013",4.696,16.906,14.588,15.869,38.058,93.963,28.355,109.442,93.328,30.3
"881","Mexico","2014",5.261,18.806,14.666,15.861,40.375,94.556,28.006,108.006,97.343,31.094
"882","Mexico","2015",5.235,19.019,14.891,15.628,37.586,94.472,27.636,106.606,100.833,31.819
"883","Mexico","2016",4.91,17.939,14.243,14.877,30.646,94.86,27.305,106.278,102.404,38.433
"884","Mexico","2017",NA,NA,NA,NA,NA,94.973,26.939,105.77,104.385,40.229
"885","Mexico","2018",NA,NA,NA,NA,NA,95.38,26.557,NA,NA,NA
"886","Netherlands","1960",NA,NA,NA,NA,NA,NA,30.056,NA,NA,NA
"887","Netherlands","1961",NA,NA,NA,NA,NA,NA,29.947,NA,NA,NA
"888","Netherlands","1962",NA,NA,NA,NA,NA,NA,29.609,NA,NA,NA
"889","Netherlands","1963",NA,NA,NA,NA,NA,NA,29.138,NA,NA,NA
"890","Netherlands","1964",NA,NA,NA,NA,NA,NA,28.695,NA,NA,NA
"891","Netherlands","1965",NA,NA,NA,NA,NA,NA,28.358,NA,NA,NA
"892","Netherlands","1966",NA,NA,NA,NA,NA,NA,28.14,NA,NA,NA
"893","Netherlands","1967",NA,NA,NA,NA,NA,NA,27.965,NA,NA,NA
"894","Netherlands","1968",NA,NA,NA,NA,NA,NA,27.821,NA,NA,NA
"895","Netherlands","1969",NA,NA,NA,NA,NA,NA,27.654,NA,NA,NA
"896","Netherlands","1970",6.302,NA,NA,NA,NA,NA,27.426,NA,NA,NA
"897","Netherlands","1971",6.41,NA,NA,NA,NA,NA,27.148,101.333,75.387,19.668
"898","Netherlands","1972",6.4,NA,NA,NA,NA,NA,26.809,100.189,78.377,21.503
"899","Netherlands","1973",5.918,NA,NA,NA,NA,NA,26.404,99.095,80.509,NA
"900","Netherlands","1974",6.418,NA,NA,NA,NA,NA,25.937,98.224,83.188,NA
"901","Netherlands","1975",6.454,NA,NA,NA,NA,NA,25.413,97.885,84.828,23.495
"902","Netherlands","1976",6.394,NA,NA,NA,NA,NA,24.844,98.92,88.567,25.409
"903","Netherlands","1977",6.262,NA,NA,NA,NA,NA,24.243,99.338,90.438,26.531
"904","Netherlands","1978",6.264,NA,NA,NA,NA,NA,23.613,99.753,91.46,27.411
"905","Netherlands","1979",6.169,NA,NA,NA,NA,NA,22.969,100.198,91.202,27.699
"906","Netherlands","1980",5.969,NA,NA,NA,NA,NA,22.327,100.388,91.96,29.086
"907","Netherlands","1981",5.824,12.068,NA,NA,NA,NA,21.671,100.056,92.539,29.409
"908","Netherlands","1982",5.769,11.407,NA,NA,NA,NA,21.057,98.503,94.449,29.925
"909","Netherlands","1983",5.572,10.643,NA,NA,NA,NA,20.482,96.549,97.414,30.198
"910","Netherlands","1984",5.156,9.872,NA,NA,NA,NA,19.945,95.004,100.922,30.4
"911","Netherlands","1985",5.544,10.502,NA,NA,NA,NA,19.453,94.617,101.688,30.739
"912","Netherlands","1986",5.633,10.835,NA,NA,NA,NA,19.122,99.2,117.039,31.867
"913","Netherlands","1987",5.974,11.297,NA,NA,NA,NA,18.806,100.922,118.241,31.496
"914","Netherlands","1988",5.542,10.56,NA,NA,NA,NA,18.532,102.649,117.486,32.753
"915","Netherlands","1989",NA,NA,NA,NA,NA,NA,18.329,103.199,117.195,33.302
"916","Netherlands","1990",5.296,10.985,NA,NA,NA,NA,18.205,102.927,118.266,35.64
"917","Netherlands","1991",5.228,11.071,NA,NA,NA,NA,18.158,102.237,119.591,39.956
"918","Netherlands","1992",NA,NA,NA,NA,NA,NA,18.172,97.367,121.04,42.309
"919","Netherlands","1993",4.818,9.667,NA,NA,NA,NA,18.235,96.857,123.209,44.756
"920","Netherlands","1994",4.724,9.561,NA,NA,NA,NA,18.311,107.198,140.69,48.569
"921","Netherlands","1995",4.638,9.668,NA,NA,NA,NA,18.373,107.227,139.698,47.465
"922","Netherlands","1996",4.542,8.887,NA,NA,NA,NA,18.435,107.354,137.376,48.118
"923","Netherlands","1997",NA,NA,NA,NA,NA,NA,18.469,107.681,130.371,47.413
"924","Netherlands","1998",4.599,10.42,14.316,20.212,45.233,NA,18.476,108.175,127.21,47.947
"925","Netherlands","1999",4.557,10.569,NA,NA,NA,NA,18.471,108.081,122.753,49.802
"926","Netherlands","2000",4.625,11.081,NA,NA,NA,NA,18.468,107.989,122.419,52.285
"927","Netherlands","2001",4.751,11.157,NA,NA,NA,NA,18.428,107.594,122.847,54.192
"928","Netherlands","2002",4.87,11.232,NA,NA,NA,NA,18.42,107.458,120.762,55.191
"929","Netherlands","2003",5.101,11.531,NA,NA,NA,NA,18.421,107.495,120.878,55.743
"930","Netherlands","2004",5.115,11.877,NA,NA,NA,NA,18.396,106.891,118.178,56.978
"931","Netherlands","2005",5.159,12.336,NA,NA,NA,NA,18.32,106.739,118.374,58.69
"932","Netherlands","2006",5.09,11.971,NA,NA,NA,NA,18.251,107.044,118.604,59.659
"933","Netherlands","2007",4.934,11.763,NA,NA,NA,NA,18.096,107.729,119.477,59.942
"934","Netherlands","2008",5.092,11.878,NA,NA,NA,NA,17.892,108.271,120.442,60.336
"935","Netherlands","2009",5.496,11.618,NA,NA,NA,NA,17.692,108.444,120.606,61.167
"936","Netherlands","2010",5.489,11.669,NA,NA,NA,NA,17.522,108.276,122.079,63.716
"937","Netherlands","2011",5.463,11.888,NA,NA,NA,NA,17.334,107.497,128.179,75.879
"938","Netherlands","2012",5.41,11.776,NA,NA,NA,NA,17.196,105.83,128.993,76.607
"939","Netherlands","2013",5.527,12.094,NA,NA,NA,NA,17.081,NA,NA,NA
"940","Netherlands","2014",5.459,12.151,NA,NA,NA,NA,16.942,NA,NA,NA
"941","Netherlands","2015",5.348,12.21,16.824,22.703,33.043,NA,16.756,102.698,133.546,80.57
"942","Netherlands","2016",5.48,12.807,16.655,23.098,35.779,NA,16.576,103.287,132.692,80.365
"943","Netherlands","2017",NA,NA,NA,NA,NA,NA,16.353,104.23,135.575,84.98
"944","Netherlands","2018",NA,NA,NA,NA,NA,NA,16.108,NA,NA,NA
"945","Russian Federation","1960",NA,NA,NA,NA,NA,NA,30.369,NA,NA,NA
"946","Russian Federation","1961",NA,NA,NA,NA,NA,NA,30.647,NA,NA,NA
"947","Russian Federation","1962",NA,NA,NA,NA,NA,NA,30.602,NA,NA,NA
"948","Russian Federation","1963",NA,NA,NA,NA,NA,NA,30.297,NA,NA,NA
"949","Russian Federation","1964",NA,NA,NA,NA,NA,NA,29.883,NA,NA,NA
"950","Russian Federation","1965",NA,NA,NA,NA,NA,NA,29.437,NA,NA,NA
"951","Russian Federation","1966",NA,NA,NA,NA,NA,NA,28.857,NA,NA,NA
"952","Russian Federation","1967",NA,NA,NA,NA,NA,NA,28.235,NA,NA,NA
"953","Russian Federation","1968",NA,NA,NA,NA,NA,NA,27.577,NA,NA,NA
"954","Russian Federation","1969",NA,NA,NA,NA,NA,NA,26.897,NA,NA,NA
"955","Russian Federation","1970",NA,NA,NA,NA,NA,NA,26.217,NA,NA,45.598
"956","Russian Federation","1971",NA,NA,NA,NA,NA,NA,25.423,104.593,92.823,45.265
"957","Russian Federation","1972",NA,NA,NA,NA,NA,NA,24.752,101.435,NA,44.672
"958","Russian Federation","1973",NA,NA,NA,NA,NA,NA,24.164,99.955,NA,44.175
"959","Russian Federation","1974",NA,NA,NA,NA,NA,NA,23.598,98.996,NA,43.741
"960","Russian Federation","1975",NA,NA,NA,NA,NA,NA,23.031,98.961,NA,43.543
"961","Russian Federation","1976",NA,NA,NA,NA,NA,NA,22.746,99.992,96.26,43.589
"962","Russian Federation","1977",NA,NA,NA,NA,NA,NA,22.349,101.932,NA,43.907
"963","Russian Federation","1978",NA,NA,NA,NA,NA,NA,21.94,104.307,NA,44.229
"964","Russian Federation","1979",NA,NA,NA,NA,NA,NA,21.658,105.719,NA,44.62
"965","Russian Federation","1980",NA,NA,NA,NA,NA,NA,21.563,105.795,NA,45.224
"966","Russian Federation","1981",NA,NA,NA,NA,NA,NA,21.54,102.978,97.958,46.057
